Jahr;Quartal;Jahresquartal;Alter;Geschlecht;Anzahl Einwohner
2024;1. Quartal;20241;" 64 Jahre";männlich;15
2020;2. Quartal;20202;" 80 Jahre";männlich;30
2026;1. Quartal;20261;" 76 Jahre";männlich;20
2017;4. Quartal;20174;" 86 Jahre";weiblich;17
2024;3. Quartal;20243;" 39 Jahre";männlich;1
2025;4. Quartal;20254;" 18 Jahre";weiblich;1
2020;1. Quartal;20201;" 65 Jahre";weiblich;6
2020;4. Quartal;20204;" 47 Jahre";weiblich;1
2021;1. Quartal;20211;" 51 Jahre";weiblich;2
2021;4. Quartal;20214;" 44 Jahre";männlich;2
2025;2. Quartal;20252;" 78 Jahre";weiblich;9
2020;1. Quartal;20201;101 Jahre;weiblich;3
2022;3. Quartal;20223;" 73 Jahre";weiblich;15
2019;4. Quartal;20194;" 78 Jahre";weiblich;15
2023;2. Quartal;20232;" 44 Jahre";männlich;4
2024;3. Quartal;20243;" 97 Jahre";männlich;6
2021;3. Quartal;20213;102 Jahre;weiblich;3
2023;4. Quartal;20234;" 77 Jahre";männlich;6
2018;1. Quartal;20181;" 20 Jahre";männlich;1
2019;3. Quartal;20193;" 92 Jahre";männlich;11
2020;4. Quartal;20204;" 51 Jahre";männlich;2
2018;3. Quartal;20183;" 74 Jahre";männlich;27
2022;1. Quartal;20221;103 Jahre;weiblich;1
2023;1. Quartal;20231;" 32 Jahre";männlich;1
2018;4. Quartal;20184;" 58 Jahre";weiblich;2
2025;1. Quartal;20251;" 83 Jahre";weiblich;45
2017;3. Quartal;20173;" 68 Jahre";weiblich;6
2020;2. Quartal;20202;" 67 Jahre";weiblich;3
2021;2. Quartal;20212;" 74 Jahre";weiblich;9
2021;3. Quartal;20213;" 21 Jahre";weiblich;1
2024;3. Quartal;20243;" 64 Jahre";weiblich;4
2026;1. Quartal;20261;" 73 Jahre";männlich;19
2024;1. Quartal;20241;" 81 Jahre";weiblich;23
2019;2. Quartal;20192;" 77 Jahre";männlich;22
2023;4. Quartal;20234;" 30 Jahre";weiblich;1
2018;1. Quartal;20181;" 93 Jahre";männlich;14
2017;1. Quartal;20171;" 95 Jahre";weiblich;31
2021;1. Quartal;20211;103 Jahre;weiblich;2
2016;1. Quartal;20161;100 Jahre;männlich;1
2025;3. Quartal;20253;" 56 Jahre";männlich;3
2025;2. Quartal;20252;" 91 Jahre";weiblich;32
2019;4. Quartal;20194;" 61 Jahre";weiblich;4
2016;1. Quartal;20161;" 73 Jahre";weiblich;9
2026;1. Quartal;20261;" 35 Jahre";weiblich;1
2017;1. Quartal;20171;" 60 Jahre";weiblich;1
2023;1. Quartal;20231;" 63 Jahre";männlich;11
2017;3. Quartal;20173;" 58 Jahre";weiblich;1
2019;4. Quartal;20194;" 93 Jahre";weiblich;25
2019;4. Quartal;20194;" 37 Jahre";männlich;2
2022;2. Quartal;20222;" 87 Jahre";weiblich;31
2025;4. Quartal;20254;" 41 Jahre";weiblich;1
2018;1. Quartal;20181;" 72 Jahre";weiblich;7
2025;2. Quartal;20252;" 71 Jahre";männlich;16
2017;3. Quartal;20173;101 Jahre;weiblich;5
2021;2. Quartal;20212;" 36 Jahre";männlich;1
2019;3. Quartal;20193;"  0 Jahre";männlich;2
2024;2. Quartal;20242;" 53 Jahre";männlich;2
2017;2. Quartal;20172;" 31 Jahre";weiblich;1
2022;4. Quartal;20224;" 53 Jahre";männlich;2
2019;4. Quartal;20194;" 57 Jahre";weiblich;6
2019;1. Quartal;20191;" 63 Jahre";weiblich;5
2025;3. Quartal;20253;" 62 Jahre";männlich;8
2019;3. Quartal;20193;" 95 Jahre";weiblich;16
2024;2. Quartal;20242;" 85 Jahre";männlich;23
2024;4. Quartal;20244;" 48 Jahre";männlich;2
2022;3. Quartal;20223;" 55 Jahre";männlich;8
2023;2. Quartal;20232;" 67 Jahre";männlich;12
2023;4. Quartal;20234;" 76 Jahre";weiblich;2
2021;4. Quartal;20214;" 29 Jahre";männlich;1
2018;2. Quartal;20182;" 95 Jahre";weiblich;27
2016;4. Quartal;20164;" 93 Jahre";männlich;7
2024;4. Quartal;20244;" 61 Jahre";weiblich;1
2020;4. Quartal;20204;" 85 Jahre";männlich;42
2023;1. Quartal;20231;" 43 Jahre";weiblich;2
2026;2. Quartal;20262;" 36 Jahre";männlich;2
2018;2. Quartal;20182;" 69 Jahre";weiblich;10
2018;3. Quartal;20183;" 97 Jahre";weiblich;12
2022;3. Quartal;20223;" 87 Jahre";weiblich;41
2020;2. Quartal;20202;" 51 Jahre";männlich;5
2026;1. Quartal;20261;" 96 Jahre";weiblich;32
2020;4. Quartal;20204;" 43 Jahre";männlich;1
2024;4. Quartal;20244;" 86 Jahre";männlich;26
2021;1. Quartal;20211;" 77 Jahre";weiblich;16
2016;3. Quartal;20163;" 86 Jahre";männlich;18
2021;4. Quartal;20214;" 88 Jahre";männlich;26
2019;3. Quartal;20193;" 75 Jahre";männlich;25
2018;2. Quartal;20182;" 50 Jahre";weiblich;1
2022;2. Quartal;20222;" 97 Jahre";männlich;3
2019;2. Quartal;20192;" 57 Jahre";weiblich;4
2018;2. Quartal;20182;" 81 Jahre";männlich;23
2021;3. Quartal;20213;" 63 Jahre";weiblich;3
2020;1. Quartal;20201;" 54 Jahre";weiblich;2
2025;2. Quartal;20252;" 51 Jahre";weiblich;1
2018;4. Quartal;20184;" 64 Jahre";männlich;9
2019;1. Quartal;20191;" 87 Jahre";männlich;21
2022;1. Quartal;20221;" 31 Jahre";weiblich;1
2016;2. Quartal;20162;" 80 Jahre";männlich;30
2024;3. Quartal;20243;" 65 Jahre";weiblich;6
2018;4. Quartal;20184;101 Jahre;weiblich;4
2018;1. Quartal;20181;" 67 Jahre";männlich;13
2020;1. Quartal;20201;" 80 Jahre";weiblich;21
2024;1. Quartal;20241;" 58 Jahre";männlich;6
2023;2. Quartal;20232;" 79 Jahre";männlich;28
2026;2. Quartal;20262;" 83 Jahre";weiblich;22
2016;1. Quartal;20161;" 56 Jahre";männlich;8
2018;3. Quartal;20183;"  0 Jahre";weiblich;4
2019;2. Quartal;20192;"  0 Jahre";männlich;1
2021;4. Quartal;20214;" 94 Jahre";männlich;19
2020;1. Quartal;20201;" 99 Jahre";männlich;3
2022;1. Quartal;20221;" 66 Jahre";männlich;6
2017;1. Quartal;20171;" 81 Jahre";männlich;29
2022;2. Quartal;20222;" 68 Jahre";männlich;7
2025;1. Quartal;20251;" 40 Jahre";männlich;1
2016;4. Quartal;20164;" 84 Jahre";weiblich;24
2025;3. Quartal;20253;" 84 Jahre";weiblich;29
2018;4. Quartal;20184;"  1 Jahre";männlich;1
2026;2. Quartal;20262;" 97 Jahre";weiblich;13
2018;3. Quartal;20183;" 62 Jahre";weiblich;4
2023;1. Quartal;20231;" 77 Jahre";weiblich;7
2023;4. Quartal;20234;" 93 Jahre";weiblich;27
2016;1. Quartal;20161;" 80 Jahre";männlich;29
2017;4. Quartal;20174;" 38 Jahre";männlich;1
2016;2. Quartal;20162;" 62 Jahre";männlich;10
2022;3. Quartal;20223;" 56 Jahre";männlich;5
2022;2. Quartal;20222;" 84 Jahre";weiblich;32
2023;3. Quartal;20233;" 49 Jahre";männlich;3
2025;4. Quartal;20254;" 68 Jahre";weiblich;4
2017;3. Quartal;20173;" 72 Jahre";männlich;17
2025;2. Quartal;20252;" 62 Jahre";weiblich;2
2024;4. Quartal;20244;" 98 Jahre";weiblich;14
2019;1. Quartal;20191;" 46 Jahre";männlich;3
2020;2. Quartal;20202;" 82 Jahre";weiblich;18
2016;2. Quartal;20162;" 82 Jahre";weiblich;11
2017;3. Quartal;20173;" 24 Jahre";weiblich;1
2020;3. Quartal;20203;" 78 Jahre";weiblich;15
2021;2. Quartal;20212;" 42 Jahre";weiblich;1
2016;3. Quartal;20163;" 40 Jahre";männlich;1
2017;2. Quartal;20172;" 78 Jahre";weiblich;21
2021;2. Quartal;20212;" 94 Jahre";männlich;9
2018;3. Quartal;20183;" 80 Jahre";weiblich;23
2024;4. Quartal;20244;" 73 Jahre";männlich;14
2020;1. Quartal;20201;" 68 Jahre";männlich;10
2022;4. Quartal;20224;" 95 Jahre";männlich;13
2021;4. Quartal;20214;" 69 Jahre";männlich;19
2020;3. Quartal;20203;" 34 Jahre";weiblich;1
2022;1. Quartal;20221;" 71 Jahre";weiblich;8
2019;4. Quartal;20194;" 71 Jahre";männlich;19
2020;4. Quartal;20204;" 72 Jahre";weiblich;3
2026;1. Quartal;20261;" 43 Jahre";männlich;2
2025;2. Quartal;20252;" 57 Jahre";weiblich;4
2021;3. Quartal;20213;" 35 Jahre";weiblich;1
2025;1. Quartal;20251;" 43 Jahre";weiblich;2
2018;3. Quartal;20183;" 92 Jahre";weiblich;26
2017;4. Quartal;20174;" 80 Jahre";weiblich;19
2021;3. Quartal;20213;" 83 Jahre";männlich;30
2018;4. Quartal;20184;" 85 Jahre";weiblich;21
2025;3. Quartal;20253;" 46 Jahre";weiblich;1
2019;3. Quartal;20193;" 64 Jahre";weiblich;2
2022;4. Quartal;20224;" 85 Jahre";weiblich;42
2024;4. Quartal;20244;" 91 Jahre";weiblich;35
2024;3. Quartal;20243;" 77 Jahre";männlich;15
2023;4. Quartal;20234;102 Jahre;männlich;1
2017;3. Quartal;20173;" 90 Jahre";männlich;10
2020;3. Quartal;20203;" 57 Jahre";männlich;6
2026;2. Quartal;20262;" 56 Jahre";weiblich;2
2017;4. Quartal;20174;" 56 Jahre";weiblich;1
2024;3. Quartal;20243;" 34 Jahre";weiblich;1
2020;2. Quartal;20202;" 52 Jahre";weiblich;1
2023;3. Quartal;20233;" 78 Jahre";männlich;18
2025;3. Quartal;20253;" 97 Jahre";männlich;4
2022;1. Quartal;20221;" 45 Jahre";weiblich;1
2016;1. Quartal;20161;" 55 Jahre";männlich;5
2018;1. Quartal;20181;101 Jahre;weiblich;3
2020;4. Quartal;20204;" 79 Jahre";weiblich;28
2016;4. Quartal;20164;" 62 Jahre";männlich;6
2022;1. Quartal;20221;" 97 Jahre";männlich;4
2017;3. Quartal;20173;" 69 Jahre";weiblich;8
2020;2. Quartal;20202;" 95 Jahre";männlich;6
2022;3. Quartal;20223;" 80 Jahre";männlich;28
2021;4. Quartal;20214;101 Jahre;weiblich;3
2025;3. Quartal;20253;" 53 Jahre";männlich;1
2020;3. Quartal;20203;" 89 Jahre";männlich;23
2019;2. Quartal;20192;" 91 Jahre";weiblich;22
2022;1. Quartal;20221;" 53 Jahre";männlich;8
2025;2. Quartal;20252;" 98 Jahre";weiblich;21
2023;4. Quartal;20234;" 16 Jahre";männlich;1
2017;4. Quartal;20174;104 Jahre;weiblich;1
2018;1. Quartal;20181;" 70 Jahre";weiblich;6
2025;3. Quartal;20253;" 87 Jahre";weiblich;26
2023;1. Quartal;20231;" 93 Jahre";männlich;19
2019;2. Quartal;20192;" 65 Jahre";weiblich;4
2020;2. Quartal;20202;" 60 Jahre";männlich;5
2023;3. Quartal;20233;" 66 Jahre";weiblich;5
2025;4. Quartal;20254;" 58 Jahre";weiblich;4
2016;3. Quartal;20163;" 88 Jahre";männlich;11
2021;4. Quartal;20214;" 56 Jahre";weiblich;2
2025;4. Quartal;20254;" 92 Jahre";weiblich;21
2019;2. Quartal;20192;" 87 Jahre";männlich;14
2024;1. Quartal;20241;" 52 Jahre";männlich;2
2026;1. Quartal;20261;" 49 Jahre";männlich;2
2022;2. Quartal;20222;" 60 Jahre";männlich;11
2018;1. Quartal;20181;" 85 Jahre";weiblich;23
2023;3. Quartal;20233;" 19 Jahre";männlich;1
2021;2. Quartal;20212;" 48 Jahre";weiblich;1
2018;2. Quartal;20182;101 Jahre;weiblich;3
2018;4. Quartal;20184;" 63 Jahre";weiblich;4
2019;1. Quartal;20191;" 48 Jahre";männlich;5
2024;2. Quartal;20242;" 99 Jahre";männlich;2
2017;1. Quartal;20171;" 55 Jahre";männlich;4
2022;1. Quartal;20221;" 28 Jahre";männlich;1
2021;4. Quartal;20214;" 92 Jahre";weiblich;39
2021;4. Quartal;20214;" 36 Jahre";männlich;2
2023;3. Quartal;20233;" 70 Jahre";weiblich;2
2016;1. Quartal;20161;" 57 Jahre";weiblich;3
2019;1. Quartal;20191;" 99 Jahre";weiblich;9
2020;3. Quartal;20203;" 87 Jahre";männlich;24
2017;2. Quartal;20172;" 88 Jahre";männlich;28
2017;4. Quartal;20174;" 43 Jahre";männlich;1
2019;3. Quartal;20193;" 44 Jahre";männlich;1
2017;4. Quartal;20174;" 68 Jahre";weiblich;6
2022;3. Quartal;20223;" 85 Jahre";weiblich;41
2020;3. Quartal;20203;" 70 Jahre";weiblich;7
2026;2. Quartal;20262;" 70 Jahre";männlich;7
2017;2. Quartal;20172;" 47 Jahre";männlich;2
2021;3. Quartal;20213;" 86 Jahre";weiblich;29
2016;3. Quartal;20163;" 45 Jahre";männlich;2
2018;3. Quartal;20183;101 Jahre;weiblich;4
2022;2. Quartal;20222;" 67 Jahre";weiblich;5
2020;4. Quartal;20204;" 92 Jahre";weiblich;40
2020;4. Quartal;20204;" 36 Jahre";männlich;1
2022;4. Quartal;20224;" 36 Jahre";weiblich;1
2025;4. Quartal;20254;" 56 Jahre";weiblich;1
2024;4. Quartal;20244;" 54 Jahre";männlich;2
2026;2. Quartal;20262;" 85 Jahre";weiblich;32
2019;2. Quartal;20192;" 73 Jahre";weiblich;4
2024;4. Quartal;20244;" 62 Jahre";männlich;10
2022;2. Quartal;20222;" 95 Jahre";männlich;5
2018;4. Quartal;20184;" 30 Jahre";weiblich;1
2017;2. Quartal;20172;" 56 Jahre";männlich;1
2016;1. Quartal;20161;" 42 Jahre";männlich;2
2016;4. Quartal;20164;" 50 Jahre";weiblich;3
2025;1. Quartal;20251;" 27 Jahre";männlich;1
2017;2. Quartal;20172;" 84 Jahre";weiblich;18
2024;1. Quartal;20241;" 88 Jahre";weiblich;38
2025;4. Quartal;20254;" 96 Jahre";männlich;8
2017;4. Quartal;20174;" 92 Jahre";männlich;5
2018;4. Quartal;20184;" 83 Jahre";weiblich;27
2018;4. Quartal;20184;" 25 Jahre";männlich;1
2025;4. Quartal;20254;" 52 Jahre";männlich;3
2021;1. Quartal;20211;" 48 Jahre";männlich;1
2017;2. Quartal;20172;"  1 Jahre";weiblich;1
2020;2. Quartal;20202;" 64 Jahre";männlich;8
2026;2. Quartal;20262;" 90 Jahre";männlich;45
2016;4. Quartal;20164;" 56 Jahre";weiblich;1
2025;3. Quartal;20253;" 92 Jahre";männlich;16
2017;2. Quartal;20172;" 72 Jahre";weiblich;8
2024;3. Quartal;20243;" 52 Jahre";weiblich;2
2016;3. Quartal;20163;" 68 Jahre";männlich;6
2023;3. Quartal;20233;" 37 Jahre";weiblich;1
2016;1. Quartal;20161;" 53 Jahre";männlich;4
2018;2. Quartal;20182;" 88 Jahre";männlich;26
2019;3. Quartal;20193;" 59 Jahre";weiblich;3
2023;4. Quartal;20234;" 71 Jahre";männlich;11
2016;4. Quartal;20164;" 80 Jahre";männlich;22
2016;3. Quartal;20163;" 49 Jahre";weiblich;3
2016;4. Quartal;20164;" 98 Jahre";männlich;2
2019;3. Quartal;20193;" 67 Jahre";weiblich;15
2020;3. Quartal;20203;" 59 Jahre";männlich;5
2023;1. Quartal;20231;100 Jahre;männlich;1
2026;2. Quartal;20262;" 55 Jahre";weiblich;1
2018;4. Quartal;20184;" 67 Jahre";männlich;8
2024;3. Quartal;20243;" 51 Jahre";männlich;2
2022;4. Quartal;20224;" 70 Jahre";weiblich;11
2019;2. Quartal;20192;" 83 Jahre";weiblich;26
2020;1. Quartal;20201;" 62 Jahre";männlich;10
2021;4. Quartal;20214;" 52 Jahre";männlich;3
2016;3. Quartal;20163;" 93 Jahre";weiblich;21
2023;3. Quartal;20233;" 72 Jahre";weiblich;8
2022;1. Quartal;20221;" 59 Jahre";männlich;8
2026;1. Quartal;20261;" 66 Jahre";weiblich;9
2018;3. Quartal;20183;" 65 Jahre";weiblich;6
2023;4. Quartal;20234;" 91 Jahre";weiblich;34
2020;2. Quartal;20202;" 35 Jahre";männlich;1
2016;1. Quartal;20161;" 63 Jahre";weiblich;2
2020;3. Quartal;20203;" 90 Jahre";weiblich;33
2025;2. Quartal;20252;" 65 Jahre";weiblich;9
2021;4. Quartal;20214;" 96 Jahre";männlich;5
2017;1. Quartal;20171;" 29 Jahre";männlich;1
2022;2. Quartal;20222;" 80 Jahre";männlich;23
2024;4. Quartal;20244;" 58 Jahre";weiblich;3
2025;4. Quartal;20254;" 69 Jahre";weiblich;3
2016;4. Quartal;20164;" 87 Jahre";weiblich;28
2020;1. Quartal;20201;" 97 Jahre";weiblich;26
2016;1. Quartal;20161;" 51 Jahre";weiblich;4
2016;1. Quartal;20161;" 97 Jahre";männlich;1
2018;1. Quartal;20181;" 36 Jahre";weiblich;1
2023;4. Quartal;20234;" 49 Jahre";männlich;2
2017;2. Quartal;20172;" 99 Jahre";männlich;2
2019;3. Quartal;20193;" 77 Jahre";weiblich;17
2020;3. Quartal;20203;" 60 Jahre";männlich;4
2020;4. Quartal;20204;" 78 Jahre";männlich;20
2025;2. Quartal;20252;" 96 Jahre";weiblich;12
2024;2. Quartal;20242;" 70 Jahre";männlich;16
2026;2. Quartal;20262;" 61 Jahre";männlich;9
2016;3. Quartal;20163;" 98 Jahre";weiblich;5
2019;1. Quartal;20191;" 66 Jahre";weiblich;3
2021;2. Quartal;20212;" 61 Jahre";männlich;14
2019;4. Quartal;20194;105 Jahre;weiblich;1
2021;3. Quartal;20213;" 97 Jahre";weiblich;13
2022;3. Quartal;20223;" 58 Jahre";männlich;7
2021;2. Quartal;20212;100 Jahre;weiblich;6
2018;3. Quartal;20183;" 75 Jahre";männlich;13
2022;4. Quartal;20224;" 82 Jahre";männlich;36
2016;4. Quartal;20164;" 65 Jahre";weiblich;4
2025;3. Quartal;20253;" 70 Jahre";weiblich;3
2022;1. Quartal;20221;" 69 Jahre";männlich;15
2021;2. Quartal;20212;" 99 Jahre";männlich;1
2016;4. Quartal;20164;" 82 Jahre";weiblich;20
2017;2. Quartal;20172;" 55 Jahre";männlich;5
2018;2. Quartal;20182;" 10 Jahre";männlich;1
2020;3. Quartal;20203;" 72 Jahre";weiblich;2
2023;1. Quartal;20231;" 54 Jahre";männlich;7
2017;1. Quartal;20171;" 63 Jahre";männlich;3
2017;2. Quartal;20172;" 89 Jahre";weiblich;35
2022;1. Quartal;20221;" 95 Jahre";männlich;7
2026;2. Quartal;20262;" 99 Jahre";weiblich;7
2022;3. Quartal;20223;" 89 Jahre";männlich;22
2018;4. Quartal;20184;" 52 Jahre";männlich;4
2020;4. Quartal;20204;" 35 Jahre";weiblich;1
2020;2. Quartal;20202;" 65 Jahre";männlich;19
2024;3. Quartal;20243;" 82 Jahre";weiblich;32
2016;2. Quartal;20162;" 44 Jahre";weiblich;1
2022;2. Quartal;20222;" 62 Jahre";männlich;8
2024;2. Quartal;20242;" 48 Jahre";weiblich;2
2025;4. Quartal;20254;" 66 Jahre";weiblich;6
2023;1. Quartal;20231;" 60 Jahre";weiblich;5
2025;4. Quartal;20254;" 34 Jahre";männlich;2
2024;1. Quartal;20241;" 56 Jahre";weiblich;3
2016;1. Quartal;20161;" 92 Jahre";männlich;12
2016;3. Quartal;20163;104 Jahre;weiblich;2
2023;2. Quartal;20232;" 37 Jahre";männlich;1
2026;1. Quartal;20261;" 63 Jahre";weiblich;5
2017;2. Quartal;20172;" 79 Jahre";weiblich;18
2026;1. Quartal;20261;" 53 Jahre";weiblich;1
2017;3. Quartal;20173;" 66 Jahre";männlich;13
2021;3. Quartal;20213;" 57 Jahre";männlich;6
2023;3. Quartal;20233;" 94 Jahre";weiblich;19
2023;1. Quartal;20231;" 81 Jahre";männlich;35
2016;2. Quartal;20162;" 84 Jahre";weiblich;24
2021;4. Quartal;20214;" 42 Jahre";weiblich;1
2025;3. Quartal;20253;" 65 Jahre";männlich;11
2020;1. Quartal;20201;" 57 Jahre";weiblich;2
2016;2. Quartal;20162;" 34 Jahre";männlich;2
2018;4. Quartal;20184;" 93 Jahre";männlich;10
2017;4. Quartal;20174;" 84 Jahre";weiblich;19
2019;2. Quartal;20192;"  3 Jahre";weiblich;1
2022;3. Quartal;20223;" 33 Jahre";männlich;1
2025;4. Quartal;20254;" 79 Jahre";männlich;6
2022;4. Quartal;20224;" 59 Jahre";weiblich;5
2017;1. Quartal;20171;" 47 Jahre";männlich;2
2020;2. Quartal;20202;102 Jahre;weiblich;2
2017;4. Quartal;20174;" 63 Jahre";männlich;9
2024;2. Quartal;20242;" 41 Jahre";männlich;1
2025;2. Quartal;20252;" 42 Jahre";männlich;1
2018;2. Quartal;20182;" 68 Jahre";weiblich;9
2021;1. Quartal;20211;" 71 Jahre";weiblich;8
2024;3. Quartal;20243;" 60 Jahre";männlich;6
2026;1. Quartal;20261;" 94 Jahre";weiblich;28
2016;3. Quartal;20163;" 69 Jahre";männlich;11
2023;1. Quartal;20231;" 98 Jahre";männlich;2
2017;1. Quartal;20171;" 77 Jahre";weiblich;20
2021;3. Quartal;20213;" 66 Jahre";weiblich;5
2016;2. Quartal;20162;" 97 Jahre";männlich;2
2022;4. Quartal;20224;" 50 Jahre";männlich;6
2016;3. Quartal;20163;" 76 Jahre";weiblich;11
2022;3. Quartal;20223;" 62 Jahre";männlich;12
2026;2. Quartal;20262;" 17 Jahre";männlich;1
2018;1. Quartal;20181;" 95 Jahre";männlich;8
2021;2. Quartal;20212;" 75 Jahre";weiblich;9
2025;4. Quartal;20254;" 99 Jahre";weiblich;12
2023;3. Quartal;20233;" 51 Jahre";weiblich;1
2026;1. Quartal;20261;" 78 Jahre";männlich;18
2018;1. Quartal;20181;104 Jahre;weiblich;1
2020;2. Quartal;20202;" 70 Jahre";weiblich;6
2024;1. Quartal;20241;" 83 Jahre";männlich;42
2019;2. Quartal;20192;" 60 Jahre";männlich;5
2020;3. Quartal;20203;" 67 Jahre";weiblich;3
2019;2. Quartal;20192;" 32 Jahre";männlich;1
2022;1. Quartal;20221;" 76 Jahre";weiblich;14
2019;4. Quartal;20194;" 76 Jahre";männlich;33
2025;4. Quartal;20254;" 90 Jahre";männlich;23
2018;1. Quartal;20181;" 52 Jahre";männlich;7
2023;4. Quartal;20234;" 98 Jahre";weiblich;14
2017;4. Quartal;20174;" 35 Jahre";männlich;1
2019;1. Quartal;20191;" 94 Jahre";weiblich;23
2024;1. Quartal;20241;" 55 Jahre";weiblich;2
2018;3. Quartal;20183;" 84 Jahre";weiblich;26
2025;1. Quartal;20251;" 35 Jahre";weiblich;2
2016;2. Quartal;20162;" 87 Jahre";weiblich;30
2020;2. Quartal;20202;" 85 Jahre";weiblich;33
2016;1. Quartal;20161;" 89 Jahre";weiblich;32
2024;2. Quartal;20242;" 75 Jahre";weiblich;8
2021;3. Quartal;20213;100 Jahre;männlich;2
2022;2. Quartal;20222;" 57 Jahre";männlich;3
2024;1. Quartal;20241;" 77 Jahre";weiblich;11
2023;2. Quartal;20232;" 82 Jahre";weiblich;25
2018;1. Quartal;20181;" 64 Jahre";männlich;7
2024;3. Quartal;20243;" 67 Jahre";weiblich;4
2026;2. Quartal;20262;" 92 Jahre";weiblich;26
2025;1. Quartal;20251;" 59 Jahre";männlich;14
2025;2. Quartal;20252;" 76 Jahre";männlich;11
2019;4. Quartal;20194;" 39 Jahre";weiblich;1
2017;3. Quartal;20173;" 86 Jahre";weiblich;32
2019;2. Quartal;20192;"  8 Jahre";weiblich;1
2025;1. Quartal;20251;" 85 Jahre";männlich;35
2021;4. Quartal;20214;" 73 Jahre";weiblich;7
2024;2. Quartal;20242;" 59 Jahre";männlich;6
2020;4. Quartal;20204;" 83 Jahre";männlich;37
2023;1. Quartal;20231;" 57 Jahre";männlich;6
2026;1. Quartal;20261;" 50 Jahre";weiblich;3
2020;3. Quartal;20203;" 79 Jahre";weiblich;19
2025;2. Quartal;20252;" 47 Jahre";männlich;1
2025;4. Quartal;20254;" 72 Jahre";männlich;16
2025;1. Quartal;20251;" 75 Jahre";weiblich;16
2016;4. Quartal;20164;" 91 Jahre";männlich;9
2017;3. Quartal;20173;" 94 Jahre";männlich;5
2019;4. Quartal;20194;" 47 Jahre";männlich;2
2017;2. Quartal;20172;" 41 Jahre";männlich;2
2017;1. Quartal;20171;" 44 Jahre";männlich;1
2019;3. Quartal;20193;" 60 Jahre";männlich;2
2016;1. Quartal;20161;" 26 Jahre";männlich;5
2022;1. Quartal;20221;" 88 Jahre";männlich;20
2017;1. Quartal;20171;" 46 Jahre";weiblich;1
2023;1. Quartal;20231;" 93 Jahre";weiblich;38
2023;1. Quartal;20231;" 37 Jahre";männlich;1
2020;1. Quartal;20201;" 86 Jahre";männlich;24
2016;4. Quartal;20164;" 79 Jahre";weiblich;16
2017;3. Quartal;20173;" 63 Jahre";weiblich;4
2021;2. Quartal;20212;" 77 Jahre";weiblich;23
2017;2. Quartal;20172;" 32 Jahre";männlich;3
2024;3. Quartal;20243;" 61 Jahre";weiblich;5
2026;1. Quartal;20261;" 72 Jahre";männlich;22
2017;2. Quartal;20172;" 96 Jahre";weiblich;18
2023;2. Quartal;20232;100 Jahre;weiblich;4
2026;2. Quartal;20262;" 42 Jahre";männlich;2
2024;4. Quartal;20244;" 75 Jahre";weiblich;12
2016;4. Quartal;20164;104 Jahre;weiblich;2
2016;2. Quartal;20162;" 73 Jahre";männlich;13
2023;2. Quartal;20232;" 97 Jahre";weiblich;11
2019;4. Quartal;20194;" 64 Jahre";weiblich;6
2025;3. Quartal;20253;" 59 Jahre";männlich;5
2026;1. Quartal;20261;101 Jahre;männlich;1
2017;4. Quartal;20174;" 50 Jahre";männlich;2
2023;2. Quartal;20232;" 33 Jahre";männlich;1
2024;4. Quartal;20244;100 Jahre;weiblich;4
2022;4. Quartal;20224;" 61 Jahre";weiblich;4
2026;2. Quartal;20262;"  0 Jahre";weiblich;2
2024;4. Quartal;20244;" 45 Jahre";männlich;2
2021;1. Quartal;20211;" 53 Jahre";weiblich;3
2019;3. Quartal;20193;" 98 Jahre";weiblich;10
2018;2. Quartal;20182;" 14 Jahre";männlich;1
2026;2. Quartal;20262;" 65 Jahre";männlich;14
2020;4. Quartal;20204;" 61 Jahre";männlich;9
2021;4. Quartal;20214;" 72 Jahre";männlich;20
2016;1. Quartal;20161;" 83 Jahre";weiblich;20
2019;2. Quartal;20192;" 97 Jahre";männlich;4
2024;1. Quartal;20241;" 42 Jahre";männlich;2
2017;4. Quartal;20174;" 85 Jahre";männlich;20
2022;3. Quartal;20223;" 60 Jahre";weiblich;5
2023;1. Quartal;20231;" 57 Jahre";weiblich;3
2023;3. Quartal;20233;" 74 Jahre";männlich;12
2020;3. Quartal;20203;" 23 Jahre";weiblich;1
2022;1. Quartal;20221;" 53 Jahre";weiblich;1
2021;3. Quartal;20213;" 78 Jahre";männlich;23
2025;1. Quartal;20251;" 63 Jahre";weiblich;3
